date,price,tavg,tmin,tmax,prcp,wdir,wspd,pres
6/28/2023,25000,28.5,26,34,10.3,216,8,1008.6
6/29/2023,25000,28.3,24,32,15,229,8.9,1008.4
6/30/2023,25000,28.4,25,35,10.5,214,10.7,1008.1
2/19/2024,35000,29.2,26,34,0,143,14.1,1012.2
2/20/2024,35000,28.9,26,34,0,156,12.2,1011.9
2/26/2024,35000,30.4,25,36,0,104,11.2,1011.8
2/28/2024,35000,30,25,36,0,119,13.3,1010.2
2/29/2024,35000,30.1,25,36,0,123,14.4,1010.7
3/4/2024,35000,29.3,26,34,0,151,15.5,1010.5
3/5/2024,35000,29,26,34,0,161,9.4,1010
3/6/2024,35000,29.2,27,34,0,166,9.9,1008.9
3/13/2024,35000,30.1,27,35,0,131,12,1012.2
3/20/2024,35000,29.9,24,37,0,107,11.1,1012.4
3/27/2024,35000,31,27.3,37,0.1,120,12.9,1012.8
4/5/2024,35000,30.9,29,35,0.2,160,13.9,1008.4
4/12/2024,30000,32,29,37,0,138,13.4,1009.5
4/19/2024,30000,31.4,27,37,0,190,12.6,1007
4/26/2024,30000,32.6,30,37,0.8,164,12.9,1007
5/2/2024,30000,32.8,30,38,0.9,168,13.3,1006.8
5/8/2024,25000,31.1,27,36,0.5,84,10.9,1008.9
5/16/2024,25000,29.1,26,35,4.5,108,8.4,1008.9
5/26/2024,25000,30.5,26,35,2.6,216,7.5,1008.8
6/1/2024,30000,29.7,26,35,11.4,218,6.9,1010.3
6/8/2024,30000,29.3,26,35,11.1,226,7.3,1007
6/16/2024,30000,29.1,24,35,6.3,248,8.4,1007.7
6/20/2024,30000,29.5,24,33,13.7,262,15.3,1005.4
6/27/2024,30000,28,25,32,24.2,317,9.4,1008.8
2/1/2025,24000,27.2,23,33,0,193,10.9,1009
2/7/2025,24000,27.1,22,33,0,325,7.1,1010.2
2/15/2025,24000,28,26,32,2.7,190,10.1,1009.5
2/20/2025,24000,28.1,24,33,0.6,91,8,1011.2
2/27/2025,25000,29,25,34,0,106,11,1011.7
3/5/2025,25000,29.1,26,34,0,149,11.2,1007.8
